id,date,date_end,keywords,ideology
2002004013,2004-09-15,2004-09-15,"Country Sports, Hounds, foxhunting, hunting ban, hunters, fox hunt, fox hunting, foxhunting, fox hunts, ban on hunting, British field sports, anti-hunt Bill, pro hunting, Countryside Alliance, Rural rebels, hunting with dogs",right
2002004014,2004-09-28,2004-09-28,"Brighton, Country Sports, Hounds, foxhunting, hunting ban, hunters, fox hunt, fox hunting, foxhunting, fox hunts, ban on hunting, British field sports, anti-hunt Bill, pro hunting, Countryside Alliance, Rural rebels, hunting with dogs, anti war, anti-war, antiwar, PEACE DEMONSTRATION, PEACE PROTEST, ANTI-TERROR, ANTI TERROR, STOP THE WAR, WAR ON TERROR, Iraq, Bush",right
2002004015,2004-10-17,2004-10-17,"anti war, anti-war, antiwar, PEACE DEMONSTRATION, PEACE PROTEST, ANTI-TERROR, ANTI TERROR, STOP THE WAR, WAR ON TERROR, Iraq, Bush",left
2002004017,2004-11-18,2004-11-18,"Berkshire, Country Sports, Hounds, foxhunting, hunting ban, hunters, fox hunt, fox hunting, foxhunting, fox hunts, ban on hunting, British field sports, anti-hunt Bill, pro hunting, Countryside Alliance, Rural rebels, hunting with dogs",right
2002005001,2005-02-19,2005-02-19,"Country Sports, Hounds, foxhunting, hunting ban, hunters, fox hunt, fox hunting, foxhunting, fox hunts, ban on hunting, British field sports, anti-hunt Bill, pro hunting, Countryside Alliance, Rural rebels, hunting with dogs",right
2002005002,2005-03-07,2005-03-07,"anti terrorism, terrorism Act, British Institute of Human Rights, liberty",left
2002005003,2005-04-25,2005-04-26,"haulers, oil refineries, fuel prices, Fuel protest, price of petrol, fuel taxes, fuel duty, cost of fuel",right
2002005005,2005-07-06,2005-07-07,"Auchterarder, Stirling, Anti war protest, anti poverty, G8, anti-war, antiwar, PEACE DEMONSTRATION, PEACE PROTEST, ANTI-TERROR, ANTI TERROR, STOP THE WAR, WAR ON TERROR",left
2002005006,2005-07-08,2005-07-08,"anti capitalist, Dissent, M74, Glasgow",left
2002005008,2005-08-07,2005-08-07,Serious and Organised Crime and Police Act,left
2002005009,2005-08-16,2005-08-16,"farmers, Brazilian beef, low cost beef, beef industry",neither
2002005012,2005-11-12,2005-11-12,"pensioners,  NPC, pensions, healthcare, retired",left
2002005013,2005-11-21,2005-11-21,"church leaders, Tommy Sheridan, Paddy Hill, immigration offices, dawn raids, asylum seekers",left
2002005014,2005-12-18,2005-12-18,"Prestwick, human rights, airports, CIA  torture, Stop the War",left
2002006001,2006-01-16,2006-01-16,"BNP, Nick Griffin, racial hatred, anti fascist, British National Party, antifascist",right
2002006003,2006-02-01,2006-02-01,"anti war, anti-war, antiwar, PEACE DEMONSTRATION, PEACE PROTEST, ANTI-TERROR, ANTI TERROR, STOP THE WAR, WAR ON TERROR, Iraq",left
2002006004,2006-03-18,2006-03-18,"anti war, anti-war, antiwar, PEACE DEMONSTRATION, PEACE PROTEST, ANTI-TERROR, ANTI TERROR, STOP THE WAR, WAR ON TERROR, Iraq",left
2002006005,2006-05-21,2006-05-21,"die in, ANIMAL welfare, Animal rights, animal-rights, animal-welfare",left
2002006006,2006-06-09,2006-06-09,"MUSLIMS, police station, Forest Gate",neither
2002006007,2006-09-07,2006-09-07,"anti war, anti-war, antiwar, PEACE DEMONSTRATION, PEACE PROTEST, ANTI-TERROR, ANTI TERROR, STOP THE WAR, WAR ON TERROR, Iraq",left
2002006008,2006-09-14,2006-09-14,"CND, Faslane, Trident, nuclear disarmament, nuclear deterrent, nuclear weapons, anti nuclear, anti-nuclear",left
2002006010,2006-09-19,2006-09-19,"CND, Faslane, Trident, nuclear disarmament, nuclear deterrent, nuclear weapons, anti nuclear, anti-nuclear",left
2002006011,2006-10-25,2006-10-25,"Pensioners, retired, pension",left
2002006012,2006-10-29,2006-10-29,"students, Trafalgar Square, top up fees, student loan, student loans, tuition fees, university fees",left
2002006013,2006-12-10,2006-12-10,"Glasgow, positive action, dawn raids, asylum seekers, immigration centre, Govan",left
2002006014,2006-12-11,2006-12-11,"Somerset, pedophile",right
2002007001,2007-01-07,2007-01-07,"weapons of mass destruction, naval base yesterday, Argyll and Bute, CND, Faslane, Trident, Bruce Kent, nuclear disarmament, nuclear deterrent, nuclear weapons, anti nuclear, anti-nuclear",left
2002007002,2007-01-09,2007-01-09,"Christians, hymns, prayed, sexual orientation",right
2002007003,2007-05-07,2007-05-07,"Argyll and Bute, CND, Faslane, Trident, Bruce Kent, nuclear disarmament, nuclear deterrent, nuclear weapons, anti nuclear, anti-nuclear",left
2002007004,2007-07-01,2007-07-01,"Bolton, smokers, cigarettes, pipes, lighters, The Swan, Nick Hogan, ban on smoking",right
2002007005,2007-08-17,2007-08-17,"camping, anti-war, against the wars, anti war, anti-war, antiwar, PEACE DEMONSTRATION, PEACE PROTEST, ANTI-TERROR, ANTI TERROR, STOP THE WAR, WAR ON TERROR, Iraq",left
2002007007,2007-10-01,2007-10-01,"clowns, Argyll and Bute, CND, Faslane, Trident, Bruce Kent, nuclear disarmament, nuclear deterrent, nuclear weapons, anti nuclear, anti-nuclear",left
2002007008,2007-10-08,2007-10-08,"anti war, anti-war, antiwar, PEACE DEMONSTRATION, PEACE PROTEST, ANTI-TERROR, ANTI TERROR, STOP THE WAR, WAR ON TERROR, Iraq",left
2002008001,2008-01-23,2008-01-23,"police, policemen, rank and file, officers, reforms to the service, Police Force, POLICE protest",neither
2002008002,2008-04-20,2008-04-20,"Ethnic Catering Alliance, immigration, ethnic catering",left
2002008003,2008-04-29,2008-04-29,"haulers, oil refineries, fuel prices, Fuel protest, price of petrol, fuel taxes, fuel duty, fuel protesters, petrol prices, cost of fuel",right
2002008004,2008-05-01,2008-05-01,"Edinburgh, students, Die Meistersinger",left
2002008005,2008-05-27,2008-05-27,"haulers, oil refineries, fuel prices, Fuel protest, price of petrol, fuel taxes, fuel duty, fuel protesters, lorry drivers, petrol prices, cost of fuel",right
2002008006,2008-06-10,2008-06-16,"Edinburgh, Glasgow, haulers, oil refineries, fuel prices, Fuel protest, price of petrol, fuel taxes, fuel duty, fuel protesters, lorry drivers, petrol prices, trucks, cost of fuel",right
2002008008,2008-09-24,2008-09-24,"Edinburgh, Aberdeen, Dumfries, Inverness, Unison, GMB, Unite Unions, local government workers, Princes Street Gardens",left
2002008009,2008-11-02,2008-11-02,Belfast,neither
2002008010,2008-12-04,2008-12-04,"Edinburgh, Aisha al Megrahi, Lockerbie bomber",neither
2002009001,2009-01-12,2009-01-12,"Climate rush, environmental, Terminal 1, Heathrow, picnic, climate change",left
2002009002,2009-01-30,2009-01-30,"WILDCAT, foreign contractors, Fiddlers Ferry, Warrington, British jobs, British workers",right
2002009003,2009-02-03,2009-02-03,"Construction workers, Longannet, Cockenzie, power stations, Lindsay, oil refinery, Lincolnshire, foreign workers",neither
2002009004,2009-02-05,2009-02-05,"taxi drivers, black cabs, black cab, minicabs",neither
2002009005,2009-02-16,2009-02-16,photographers,left
2002009006,2009-03-07,2009-03-07,"Glasgow, primary schools, nurseries, Newark Drive, Nithsdale Road",left
2002009007,2009-03-08,2009-03-08,"Tibetans, Tibet",neither
2002009008,2009-03-10,2009-03-10,"Muslim anti war, Luton, The Royal Anglian Regiment, The Poachers",left
2002009016,2009-04-01,2009-04-01,"G20, anti capitalist, anticapitalist, financial district",left
2002009017,2009-05-05,2009-05-05,"savers, Bank of England",neither
2002009018,2009-06-09,2009-06-09,"UAF, anti racism, anti-racism, antiracism, Griffin, racial hatred, BNP, B.N.P., British National Party",left
2002009019,2009-08-28,2009-09-03,"Blackheath, Climate Camp, climate change, coal fired, power station, Great Climate Swoop",left
2002009020,2009-10-18,2009-10-18,"Nottinghamshire, climate change, coal fired, power station",left
2002009021,2009-10-22,2009-10-22,"anti racism, anti-racism, antiracism, Griffin, BNP, B.N.P., British National Party",left
2002010001,2010-01-29,2010-01-29,"anti war, anti-war, antiwar, STOP THE WAR, WAR ON TERROR, Iraq",left
2002010002,2010-04-22,2010-04-22,"anti war, anti-war, antiwar, STOP THE WAR, WAR ON TERROR, Iraq",left
2002010003,2010-05-01,2010-07-20,"Democracy Village, Afghanistan",left
2002010004,2010-06-21,2010-06-21,"Academics, students, funding cuts, tuition fees, student loan, student loans, tuition fees, university fees",left
2002010005,2010-08-24,2010-08-24,"Camp for Climate Action, fossil fuel, climate change, environmental, environment",left
2002010006,2010-09-10,2010-09-10,"artists, Tate Modern, arts spending",left
2002010008,2010-10-23,2010-10-23,"Scottish Trades Union, public spending cuts, Government cuts",left
2002010009,2010-10-27,2010-10-27,Vodafone,left
2002010011,2010-11-10,2010-11-10,"education, tuition, university, funding cuts, student loan",left
2002010012,2010-11-24,2010-12-08,Leeds,left
2002010013,2010-11-24,2010-11-24,"student protesters, students, tuition fees, funding cuts, student loan, student loans, university fees",left
2002010014,2010-11-30,2010-11-30,"student protesters, Trafalgar Square, tuition fees, funding cuts, student loan, student loans, university fees",left
2002010015,2010-12-04,2010-12-04,"UK uncut, tax avoidance, TAX DODGERS, Tax protest, corporate tax",left
2002010016,2010-12-09,2010-12-09,"student protesters, tuition fees, student loan, student loans, university fees",left
2002011001,2011-01-29,2011-01-29,"Manchester, student protesters, Trafalgar Square, tuition fees, funding cuts, student loan, student loans, university fees",left
2002011002,2011-02-17,2011-02-17,"Glasgow, university students, faculty, University of Glasgow, funding cuts",left
2002011003,2011-03-21,2011-03-21,"anti war, anti-war, antiwar, STOP THE WAR, WAR ON TERROR, Iraq",left
2002011004,2011-03-22,2011-03-22,"student protesters, higher education, Holyrood, RIP uni, tuition fees, NUS Scotland, Reclaim Your Voice, student loan, student loans, university fees",left
2002011005,2011-03-26,2011-03-26,"Trades Union, austerity measures, TUC, cuts in public spending, austerity, anti-cuts",left
2002011006,2011-04-22,2011-04-22,"Bristol, squatters, squat housing, Whose streets",left
2002011007,2011-04-29,2011-04-29,"Bristol, masked protesters, Tesco, Cheltenham Road, Whose streets",left
2002011008,2011-06-22,2011-06-22,"Strathclyde, students, university staff, Hetherington Research Centre, cuts",left
2002011009,2011-06-30,2011-06-30,"teachers, public sector workers, austerity measures, pension plans",left
2002011011,2011-10-15,2011-11-05,"Occupy, 99 percent, City financial district, Stock Exchange, anti capitalist, anti-capitalist, anticapitalist, Bath, Belfast, Birmingham, Bournemouth, Bradford, Brighton, Bristol, Cardiff, Edinburgh, Exeter, Glasgow, Lampeter, Lancaster, Leeds, Liverpool, London, Manchester, Norwich, Plymouth, Sheffield, Thanet, University of Brighton, University of Warwick",left
2002011013,2011-10-19,2011-10-19,"Basildon, travelers, Dale Farm",left
2002011015,2011-11-09,2011-11-09,"student protesters, tuition fees, student loan, student loans, university fees",left
2002011018,2011-11-30,2011-11-30,"Scotland for Marriage, anti gay, anti-gay, antigay, marriage, Same sex",right
2002011019,2011-11-30,2011-11-30,"workers, pensions, public sector strike, Graeme Smith, Scottish Trades Union",left
2002012001,2012-03-29,2012-03-29,"Leyton, Olympic Park, Occupy,  99 percent, City financial district, Stock Exchange, anti capitalist, anti-capitalist, anticapitalist",left
2002012002,2012-04-28,2012-04-28,"cyclists, bike friendly, cycling, bicycle",left
2002012004,2012-05-10,2012-05-10,"police officers, civil servants, budget cuts, pension plans",neither
2002012007,2012-07-17,2012-07-17,"Taxi Drivers, drivers union, traffic lanes",neither
2002012008,2012-07-27,2012-07-27,"cyclists, bike friendly, cycling, bicycle",left
2002012009,2012-08-24,2012-08-24,"Anti LGBT, Anti-LGBT, gay marriage,Renfrew",right
2002012012,2012-10-12,2012-10-12,"Veterans, Royal Regiment of Fusiliers, military job cuts, infantry battalions",neither
2002012013,2012-10-18,2012-10-18,"Anti Choice, Anti-Choice, AntiChoice, abortion, family planning, Marie Stopes, abortions",right
2002012014,2012-11-13,2012-11-13,"Lawyers, legal aid system, Edinburgh Bar Association,solicitors,legal aid",left
2002012015,2012-12-03,2013-01-08,"Belfast City Hall, Union flag",right
2002013005,2013-02-05,2013-02-05,"gay marriage, same-sex marriage",left
2002013006,2013-03-26,2013-03-26,"University of Sussex, Sussex University",left
2002013007,2013-04-16,2013-04-16,"Faslane, Argyll and Bute, CND, Trident, nuclear disarmament, nuclear deterrent, nuclear weapons, anti nuclear, anti-nuclear",left
2002013008,2013-05-25,2013-05-25,"Balcombe, Cuadrilla Resources, hydraulic fracturing, fracking, shale gas",left
2002013013,2013-07-16,2013-07-16,"cyclists, bike friendly, cycling, bicycle, cycle",left
2002013014,2013-07-25,2013-08-21,"Balcombe, environmentalists, environmentalist, hydraulic fracturing, fracking, shale gas, oil exploration",left
2002013015,2013-08-09,2013-08-09,Internment,neither
2002013016,2013-08-14,2013-08-14,"train fares, rail fares, railway",left
2002013019,2013-10-30,2013-10-30,"Stop Climate, Climate Chaos, cycling, environmentalists, environmentalist, cyclists, bike friendly, cycling, bicycle, cycle",left
2002013020,2013-11-29,2013-11-29,"cyclists, bike friendly, cycling, bicycle, cycle, Transport for London, Southwark",left
2002014001,2014-01-08,2014-01-08,Mark Duggan,left
2002014002,2014-03-08,2014-03-08,"barristers, solicitors, legal aid",left
2002014003,2014-06-11,2014-06-11,"black cab, Taxi Drivers, cabdrivers, Uber",neither
2002014004,2014-06-29,2014-06-29,"Pro independence, Pro-independence, BBC Scotland",neither
2002014005,2014-07-01,2014-07-01,"Lady Gaga, Smithfield Market",neither
2002014006,2014-08-01,2014-08-01,"black cab, Taxi Drivers, cabdrivers, Uber",neither
2002014007,2014-09-03,2014-09-03,"Port Seton, Coastal Regeneration, CRA, Historic Scotland, Cockenzie, power station, energy park, wind farm",left
2002014008,2014-09-12,2014-09-12,"anti UKIP, anti-UKIP, Farage",left
2002014009,2014-09-14,2014-09-14,"Yes campaign, referendum, BBC headquarters, Nick Robinson, Yes camp, Pacific Quay",neither
2002014010,2014-09-21,2014-09-21,"carbon emissions, climate change",left
2002014011,2014-10-18,2014-10-18,"Trades Union, Pay Rise",left
2002014012,2014-11-05,2014-11-05,"Anti capitalists, Anti-capitalists, Anticapitalists, Anti capitalist, Anti-capitalist, Anticapitalist, Million Mask March, Anonymous, Guy Fawkes masks",left
2002014013,2014-11-19,2014-11-19,"student protesters, tuition fees, student loan, student loans, university fees",left
2002015001,2015-03-07,2015-03-07,"West Drayton, asylum seekers, Harmondsworth, immigration removal",left
2002015003,2015-04-01,2015-04-01,"Faslane, CND, Trident, nuclear disarmament, nuclear deterrent, nuclear weapons, anti nuclear, anti-nuclear",left
2002015004,2015-04-13,2015-04-13,"Faslane, Argyll and Bute, CND, Trident, nuclear disarmament, nuclear deterrent, nuclear weapons, anti nuclear, anti-nuclear",left
2002015005,2015-04-20,2015-04-20,"Cannabis, marijuana",left
2002015006,2015-04-25,2015-04-25,"Brixton, gentrification, anti-gentrification",left
2002015007,2015-05-09,2015-05-09,"London Black Revolutionaries, anti austerity, anti-austerity",left
2002015008,2015-05-26,2015-05-26,"minicabs, black cab, Taxi Drivers, cabdrivers, Uber",neither
2002015009,2015-06-15,2015-06-15,"cyclists, Dare to bare, stripped, Naked Bike Ride, bike friendly, cycling, bicycle, cycle",left
2002015010,2015-06-20,2015-06-20,"anti austerity, anti-austerity, austerity, spending cuts, public spending",left
2002015011,2015-08-16,2015-08-16,"environmentalists, environmentalist, BP, Edinburgh International Festival, Edinburgh Festival",left
2002015013,2015-10-04,2015-10-06,"anti austerity, anti-austerity, austerity, spending cuts, public spending",left
2002015017,2015-11-04,2015-11-04,"anarchist, black bloc, student demonstration, tuition fees,maintenance grants",left
2002015018,2015-11-05,2015-11-05,"Anti capitalists, Anti-capitalists, Anticapitalists, Anti capitalist, Anti-capitalist, Anticapitalist, Million Mask March, Anonymous, Guy Fawkes masks",left
2002015019,2015-12-01,2015-12-01,"Stop the War, Islamic State",left
2002016001,2016-01-02,2016-01-04,"Action for Rail, train fares, rail fares, railway",left
2002016003,2016-01-27,2016-01-27,"fishermen, fishing",right
2002016004,2016-01-30,2016-01-30,"Dewsbury, Britain First, farright, far right, antifascist, anti fascist, pro immigrant, pro-immigrant, pro immigration, pro-immigration, anti immigration,  anti-immigration,  anti immigrant,  anti-immigrant",right
2002016008,2016-02-24,2016-02-24,union members,left
2002016009,2016-03-10,2016-03-10,"farmers, farmer",left
2002016010,2016-04-07,2016-04-07,Carnegie Library,left
2002016011,2016-04-16,2016-04-16,"anti austerity, anti-austerity, austerity, spending cuts, public spending, teachers, nurses",left
2002016012,2016-04-27,2016-04-27,"hydraulic fracturing, fracking, shale gas, oil exploration, Emma Thompson, Greenpeace, Cuadrilla",left
2002016013,2016-04-27,2016-04-27,"junior doctors, Jeremy Hunt, NHS walkout",left
2002016014,2016-04-30,2016-04-30,"Trident, nuclear disarmament, nuclear deterrent, nuclear weapons, anti nuclear, anti-nuclear, Nicola Sturgeon",left
2002016015,2016-06-15,2016-06-15,"Thames, Farmers, Farmer, UKIP, Nigel Farage, Brexit, anti Brexit, anti-Brexit, European Union",right
2002016018,2016-06-26,2016-06-26,"Birmingham, far right, far-right, farright, mosque",right
2002016019,2016-06-28,2016-06-28,"EU, E.U., european union, Brexit",left
2002016020,2016-07-02,2016-07-02,"EU, E.U., european union, Brexit",left
2002016022,2016-07-11,2016-07-11,"black lives matter, police harassment, racial injustice, police brutality, hate crimes, Mark Duggan, black man",left
2002016023,2016-07-11,2016-07-11,"Victoria station, commuters, rail network, Southern Rail",left
2002016024,2016-07-18,2016-07-18,"Trident, nuclear disarmament, nuclear deterrent, nuclear weapons, anti nuclear, anti-nuclear",left
2002016025,2016-08-05,2016-08-05,"black lives matter, police harassment, racial injustice, police brutality, hate crimes, Mark Duggan, black man",left
2002016026,2016-10-15,2016-10-15,"Citizens UK, Shakeel Begg",left
2002016027,2016-11-05,2016-11-05,"Million Mask March, anti government, Anti capitalists, Anti-capitalists, Anticapitalists, Anti capitalist, Anti-capitalist, Anticapitalist, Million Mask March, Anonymous, Guy Fawkes masks",left
2002016030,2016-11-15,2016-11-15,"Devon, hospital closure, hospital closures",left
2002016032,2016-11-15,2016-11-15,prison officers,neither
2002016035,2016-12-20,2017-01-02,"Kirby Misperton, hydraulic fracturing, fracking, shale gas",left
2002017001,2017-01-01,2017-01-01,"Lake District, Duddon estuary, Askamin Furness,  electricity pylons",left
2002017003,2017-01-21,2017-01-21,"feminist, gender equality, women’s rights, Women's March, Women's marches",left
2002017004,2017-01-30,2017-01-30,"Trump, Trump’s, Muslim ban",left
2002017006,2017-02-04,2017-02-04,"Trump, state visit",left
2002017011,2017-03-04,2017-03-04,"nurses, NHS",left
2002017012,2017-03-25,2017-03-25,"Remainers, against Brexit, Pro-EU, Anti-Brexit, Pro EU, Anti Brexit, REMAIN MARCH",left
2002017013,2017-05-07,2017-05-07,"stabbings, knife crime",neither
2002017014,2017-06-16,2017-06-16,Grenfell,left
2002017015,2017-06-21,2017-06-21,"Shepherds Bush, Day of Rage",left
2002017016,2017-06-25,2017-06-25,"Edir Frederico Da Costa, Forest Gate",left
2002017017,2017-07-28,2017-07-28,"black man, restrained by police, Rashan Charles",left
2002017018,2017-10-01,2017-10-01,"against Brexit, anti Brexit, anti-Brexit, anti austerity, anti-austerity, party conference",left
2002017019,2017-10-28,2017-10-28,"Wick, Thurso, Portree,  Caithness, hospital provision, hospital services, Isle of Skye",left
2002017020,2017-11-21,2017-11-21,"Jordanhill Community, Jordanhill college",left
